epoche  train err   probe err   train obj   L2 reg   seq reg    Obj elapsed time
0   1.707381    1.655842    14910.887196    25.767560   53.415610       14990.070365    0.564867
1   1.543432    1.620105    13635.591886    25.829198   63.082273       13724.503357    0.540018
2   1.497705    1.608191    13114.534495    25.872848   70.922620       13211.329963    0.566658
3   1.476001    1.603226    12838.401774    25.901623   77.038237       12941.341635    0.540224
4   1.463476    1.600382    12666.078686    25.920659   81.827956       12773.827301    0.543364
5   1.455108    1.597971    12541.823503    25.933690   85.673178       12653.430371    0.540861
6   1.448660    1.595238    12438.199164    25.943321   88.894448       12553.036933    0.521285
7   1.442925    1.591724    12339.202980    25.951435   91.755361       12456.909776    0.543211
8   1.437159    1.587113    12234.930154    25.959450   94.467133       12355.356737    0.524581
9   1.430926    1.581281    12120.650360    25.968402   97.178833       12243.797594    0.571546
10  1.424096    1.574404    11997.228473    25.978879   99.955063       12123.162415    0.511310
11  1.416850    1.566966    11870.285290    25.990957   102.763472      11999.039720    0.544239
12  1.409569    1.559573    11746.896900    26.004278   105.501926      11878.403104    0.518878
13  1.402612    1.552688    11631.766698    26.018327   108.063470      11765.848494    0.537308
14  1.396156    1.546497    11525.792525    26.032720   110.393607      11662.218852    0.541261
15  1.390174    1.540956    11427.197959    26.047329   112.501846      11565.747134    0.652977
16  1.384534    1.535916    11333.261696    26.062234   114.437062      11473.760993    0.533045
17  1.379076    1.531213    11241.356804    26.077627   116.258467      11383.692899    0.529319
18  1.373653    1.526704    11149.275741    26.093741   118.019553      11293.389034    0.549428
19  1.368145    1.522276    11055.218771    26.110814   119.764164      11201.093749    0.522587
20  1.362450    1.517836    10957.707481    26.129086   121.528049      11105.364615    0.533055
21  1.356481    1.513310    10855.526619    26.148789   123.341126      11005.016534    0.522133
22  1.350166    1.508640    10747.715352    26.170153   125.228648      10899.114153    0.559959
23  1.343449    1.503779    10633.598993    26.193390   127.211071      10787.003454    0.541940
24  1.336289    1.498698    10512.843496    26.218686   129.303009      10668.365191    0.546114
25  1.328669    1.493384    10385.512148    26.246189   131.511735      10543.270072    0.538470
26  1.320595    1.487843    10252.102511    26.275986   133.835705      10412.214202    0.540264
27  1.312103    1.482102    10113.542662    26.308099   136.263570      10276.114331    0.533237
28  1.303254    1.476205    9971.131895 26.342472   138.774128      10136.248496    0.527157
29  1.294132    1.470211    9826.423604 26.378976   141.337554      9994.140134 0.539438
30  1.284837    1.464186    9681.064910 26.417417   143.917952      9851.400279 0.531916
31  1.275471    1.458199    9536.622697 26.457561   146.476968      9709.557226 0.536457
32  1.266131    1.452308    9394.431958 26.499156   148.977837      9569.908951 0.533556
33  1.256900    1.446561    9255.495973 26.541959   151.389093      9433.427025 0.545623
34  1.247837    1.440988    9120.451441 26.585760   153.687254      9300.724455 0.535653
35  1.238980    1.435604    8989.592888 26.630394   155.858088      9172.081370 0.539625
36  1.230346    1.430406    8862.937397 26.675746   157.896442      9047.509585 0.548315
37  1.221936    1.425384    8740.306636 26.721752   159.804962      8926.833350 0.560053
38  1.213737    1.420517    8621.407024 26.768384   161.592157      8809.767564 0.521674
39  1.205734    1.415783    8505.896379 26.815648   163.270287      8695.982313 0.553461
40  1.197904    1.411159    8393.432744 26.863565   164.853426      8585.149735 0.529763
41  1.190229    1.406620    8283.706057 26.912170   166.355882      8476.974108 0.536396
42  1.182690    1.402149    8176.455764 26.961493   167.791057      8371.208314 0.557203
43  1.175273    1.397730    8071.478039 27.011564   169.170706      8267.660309 0.521829
44  1.167967    1.393349    7968.625861 27.062402   170.504531      8166.192794 0.539774
45  1.160764    1.389000    7867.804490 27.114019   171.800035      8066.718543 0.546643
46  1.153661    1.384676    7768.964208 27.166412   173.062551      7969.193171 0.550946
47  1.146656    1.380377    7672.091663 27.219569   174.295400      7873.606632 0.532488
48  1.139752    1.376103    7577.200770 27.273467   175.500130      7779.974367 0.540355
49  1.132951    1.371858    7484.323882 27.328074   176.676794      7688.328750 0.540387
50  1.126258    1.367645    7393.503698 27.383351   177.824264      7598.711313 0.547256
51  1.119678    1.363470    7304.786263 27.439254   178.940534      7511.166051 0.531521
52  1.113217    1.359340    7218.215219 27.495732   180.023024      7425.733974 0.564700
53  1.106880    1.355261    7133.827399 27.552734   181.068848      7342.448981 0.554997
54  1.100672    1.351239    7051.649729 27.610208   182.075060      7261.334997 0.532989
55  1.094596    1.347281    6971.697334 27.668101   183.038850      7182.404285 0.551616
56  1.088655    1.343391    6893.972696 27.726362   183.957702      7105.656760 0.531096
57  1.082853    1.339575    6818.465684 27.784943   184.829511      7031.080137 0.533786
58  1.077189    1.335837    6745.154250 27.843798   185.652652      6958.650700 0.543105
59  1.071665    1.332179    6674.005618 27.902886   186.426017      6888.334520 0.536075
60  1.066279    1.328604    6604.977760 27.962167   187.149022      6820.088949 0.525959
61  1.061030    1.325114    6538.021046 28.021608   187.821582      6753.864236 0.545541
62  1.055916    1.321709    6473.079906 28.081177   188.444076      6689.605159 0.528997
63  1.050935    1.318391    6410.094440 28.140847   189.017289      6627.252577 0.563058
64  1.046083    1.315158    6349.001890 28.200594   189.542360      6566.744844 0.548973
65  1.041357    1.312011    6289.737942 28.260395   190.020711      6508.019049 0.534672
66  1.036754    1.308949    6232.237827 28.320233   190.453994      6451.012054 0.544679
67  1.032270    1.305971    6176.437229 28.380091   190.844024      6395.661344 0.537509
68  1.027902    1.303076    6122.272985 28.439955   191.192738      6341.905679 0.535700
69  1.023645    1.300263    6069.683626 28.499811   191.502139      6289.685576 0.544507
70  1.019497    1.297530    6018.609733 28.559649   191.774262      6238.943644 0.565735
71  1.015453    1.294877    5968.994185 28.619458   192.011141      6189.624784 0.561174
72  1.011511    1.292301    5920.782271 28.679230   192.214782      6141.676282 0.550783
73  1.007666    1.289802    5873.921725 28.738956   192.387145      6095.047826 0.545340
74  1.003917    1.287378    5828.362694 28.798629   192.530129      6049.691452 0.568001
75  1.000259    1.285027    5784.057649 28.858241   192.645560      6005.561450 0.551779
76  0.996691    1.282748    5740.961269 28.917787   192.735187      5962.614243 0.528791
77  0.993208    1.280540    5699.030302 28.977260   192.800676      5920.808238 0.541014
78  0.989810    1.278401    5658.223422 29.036654   192.843611      5880.103687 0.524322
79  0.986492    1.276331    5618.501078 29.095966   192.865492      5840.462535 0.552570
80  0.983253    1.274326    5579.825357 29.155188   192.867739      5801.848284 0.527098
81  0.980090    1.272386    5542.159851 29.214317   192.851693      5764.225862 0.554358
